地区,自治体,学校No,学校名,種別,機器No,SN
岐阜地区,岐阜市,18,常磐小,生徒,0304,VM0QZ5GO
岐阜地区,岐阜市,18,常磐小,生徒,0305,5OGRUKL0
岐阜地区,岐阜市,18,常磐小,生徒,0306,KQG7LPKY
岐阜地区,岐阜市,18,常磐小,生徒,0307,QPAAIPCN
岐阜地区,岐阜市,18,常磐小,生徒,0308,S4EY77JC
岐阜地区,岐阜市,18,常磐小,生徒,0309,7KR4PZ2T
岐阜地区,岐阜市,18,常磐小,生徒,0310,WQBX0905
岐阜地区,岐阜市,18,常磐小,生徒,0311,PCEF4348
岐阜地区,岐阜市,18,常磐小,生徒,0312,EVO0J8OI
岐阜地区,岐阜市,18,常磐小,生徒,0313,C483Q8VD
岐阜地区,岐阜市,18,常磐小,生徒,0314,3CNTP6T6
岐阜地区,岐阜市,18,常磐小,生徒,0315,RH3DCVNK
岐阜地区,岐阜市,18,常磐小,生徒,0316,T07VYVYS
岐阜地区,岐阜市,18,常磐小,生徒,0317,0AB1QYEE
岐阜地区,岐阜市,18,常磐小,生徒,0318,D1LBKTO4
岐阜地区,岐阜市,18,常磐小,生徒,0319,3TYVMPED
岐阜地区,岐阜市,18,常磐小,生徒,0320,8LIL5CLH
岐阜地区,岐阜市,18,常磐小,生徒,0321,N5XRD83H
岐阜地区,岐阜市,18,常磐小,生徒,0322,AGAHV7TX
岐阜地区,岐阜市,19,木田小,生徒,0001,Z5H1M88A
岐阜地区,岐阜市,19,木田小,生徒,0002,JZ2YNV8R
岐阜地区,岐阜市,19,木田小,生徒,0003,FCUIF6EF
岐阜地区,岐阜市,19,木田小,生徒,0004,5PD2YNZX
岐阜地区,岐阜市,19,木田小,生徒,0005,SOL2Q7AD
岐阜地区,岐阜市,19,木田小,生徒,0006,KFZ0BHIN
岐阜地区,岐阜市,19,木田小,生徒,0007,TG8VFC0X
岐阜地区,岐阜市,19,木田小,生徒,0008,PJW2EF9P
岐阜地区,岐阜市,19,木田小,生徒,0009,WF8Q1PE7
岐阜地区,岐阜市,19,木田小,生徒,0010,D9YRHMMT
岐阜地区,岐阜市,19,木田小,生徒,0011,MRJR5O6J
岐阜地区,岐阜市,19,木田小,生徒,0012,4GFYMWWX
岐阜地区,岐阜市,19,木田小,生徒,0013,AL7SKDR5
岐阜地区,岐阜市,19,木田小,生徒,0014,9W5EJC5Z
岐阜地区,岐阜市,19,木田小,生徒,0015,ELORCO6F
岐阜地区,岐阜市,19,木田小,生徒,0016,9EA1K1N2
岐阜地区,岐阜市,19,木田小,生徒,0017,A9ZRX2ER
岐阜地区,岐阜市,19,木田小,生徒,0018,W2DWCBKO
岐阜地区,岐阜市,19,木田小,生徒,0019,9EPKZ1LL
岐阜地区,岐阜市,19,木田小,生徒,0020,Z71YSAIM
岐阜地区,岐阜市,19,木田小,生徒,0021,NMW248ID
岐阜地区,岐阜市,19,木田小,生徒,0022,AO2RV0RX
岐阜地区,岐阜市,19,木田小,生徒,0023,23HOORL3
岐阜地区,岐阜市,19,木田小,生徒,0024,UK4DT69R
岐阜地区,岐阜市,19,木田小,生徒,0025,J2AJ9P9Y
岐阜地区,岐阜市,19,木田小,生徒,0026,ADY9B6CA
岐阜地区,岐阜市,19,木田小,生徒,0027,AHK9QM7Q
岐阜地区,岐阜市,19,木田小,生徒,0028,U8US0TH8
岐阜地区,岐阜市,19,木田小,生徒,0029,F7HHS0BF
岐阜地区,岐阜市,19,木田小,生徒,0030,GORUZ9NB
岐阜地区,岐阜市,19,木田小,生徒,0031,GS3IN4VW
岐阜地区,岐阜市,19,木田小,生徒,0032,5WHJ5FD1
岐阜地区,岐阜市,19,木田小,生徒,0033,IGO5QIY7
岐阜地区,岐阜市,19,木田小,生徒,0034,4X9UWEM7
岐阜地区,岐阜市,19,木田小,生徒,0035,UZU6X7FY
岐阜地区,岐阜市,19,木田小,生徒,0036,DR2QVIKV
岐阜地区,岐阜市,19,木田小,生徒,0037,4R7WA0F1
岐阜地区,岐阜市,19,木田小,生徒,0038,TXZIMB1U
岐阜地区,岐阜市,19,木田小,生徒,0039,TINTO7M2
岐阜地区,岐阜市,19,木田小,生徒,0040,QXG68FKT
岐阜地区,岐阜市,19,木田小,生徒,0041,THRIB2N9
岐阜地区,岐阜市,19,木田小,生徒,0042,O5CBULZF
岐阜地区,岐阜市,19,木田小,生徒,0043,QESJJCHS
岐阜地区,岐阜市,19,木田小,生徒,0044,49JTIUVC
岐阜地区,岐阜市,19,木田小,生徒,0045,RP2D1N3Z
岐阜地区,岐阜市,19,木田小,生徒,0046,4KZQVMUU
岐阜地区,岐阜市,19,木田小,生徒,0047,J16V3OBO
岐阜地区,岐阜市,19,木田小,生徒,0048,PYT7B55L
岐阜地区,岐阜市,19,木田小,生徒,0049,UNE0FYM8
岐阜地区,岐阜市,19,木田小,生徒,0050,7BI8MTCV
岐阜地区,岐阜市,19,木田小,生徒,0051,QSE62AYL
岐阜地区,岐阜市,19,木田小,生徒,0052,FH8W722V
岐阜地区,岐阜市,19,木田小,生徒,0053,JNY4OKD0
岐阜地区,岐阜市,19,木田小,生徒,0054,Y3NI114N
岐阜地区,岐阜市,19,木田小,生徒,0055,B5BJ1ADR
岐阜地区,岐阜市,19,木田小,生徒,0056,EEXC2JUG
岐阜地区,岐阜市,19,木田小,生徒,0057,78FS4KK1
岐阜地区,岐阜市,19,木田小,生徒,0058,I1KV5CGO
岐阜地区,岐阜市,19,木田小,生徒,0059,1ST06VMD
岐阜地区,岐阜市,19,木田小,生徒,0060,EUIUZI20
岐阜地区,岐阜市,19,木田小,生徒,0061,6CBN6V52
岐阜地区,岐阜市,19,木田小,生徒,0062,NFFVJ1UV
岐阜地区,岐阜市,19,木田小,生徒,0063,OYVCKOO1
岐阜地区,岐阜市,19,木田小,生徒,0064,OHEO1S61
岐阜地区,岐阜市,19,木田小,生徒,0065,SHXST365
岐阜地区,岐阜市,19,木田小,生徒,0066,V1Z3WQ10
岐阜地区,岐阜市,19,木田小,生徒,0067,5LHFMT13
岐阜地区,岐阜市,19,木田小,生徒,0068,WIXCUKAI
岐阜地区,岐阜市,19,木田小,生徒,0069,O2J5J6VV
岐阜地区,岐阜市,19,木田小,生徒,0070,3CI9MS3F
岐阜地区,岐阜市,19,木田小,生徒,0071,DBHK0ZQ6
岐阜地区,岐阜市,19,木田小,生徒,0072,INMIL72B
岐阜地区,岐阜市,19,木田小,生徒,0073,6FOVJFTB
岐阜地区,岐阜市,19,木田小,生徒,0074,QVBYVYWG
岐阜地区,岐阜市,19,木田小,生徒,0075,0FOG2J61
岐阜地区,岐阜市,19,木田小,生徒,0076,U2KYGA0P
岐阜地区,岐阜市,19,木田小,生徒,0077,ATVBTIB3
岐阜地区,岐阜市,19,木田小,生徒,0078,OKV14O5P
岐阜地区,岐阜市,19,木田小,生徒,0079,C5Z4UG5P
岐阜地区,岐阜市,19,木田小,生徒,0080,GH5TEK1X
岐阜地区,岐阜市,19,木田小,生徒,0081,SANPKVN4
岐阜地区,岐阜市,19,木田小,生徒,0082,P7GISNVF
岐阜地区,岐阜市,19,木田小,生徒,0083,F258GOQH
岐阜地区,岐阜市,19,木田小,生徒,0084,LD5NRBQG
岐阜地区,岐阜市,19,木田小,生徒,0085,KHF9HNCI
岐阜地区,岐阜市,19,木田小,生徒,0086,8M4AW4BY
岐阜地区,岐阜市,19,木田小,生徒,0087,TNEQV0JB
岐阜地区,岐阜市,19,木田小,生徒,0088,MOKZHET1
岐阜地区,岐阜市,19,木田小,生徒,0089,D1B4FUVZ
岐阜地区,岐阜市,19,木田小,生徒,0090,RUZSODIK
岐阜地区,岐阜市,19,木田小,生徒,0091,9IAENL6L
岐阜地区,岐阜市,19,木田小,生徒,0092,5Q29AJAS
岐阜地区,岐阜市,19,木田小,生徒,0093,VJQVO0BD
岐阜地区,岐阜市,19,木田小,生徒,0094,21V0AJ81
岐阜地区,岐阜市,19,木田小,生徒,0095,H79PE0V7
岐阜地区,岐阜市,19,木田小,生徒,0096,QZ61VBWF
岐阜地区,岐阜市,19,木田小,生徒,0097,ZS9BNZ8G
岐阜地区,岐阜市,19,木田小,生徒,0098,7V5396AU
岐阜地区,岐阜市,19,木田小,生徒,0099,YG2ZBZV2
岐阜地区,岐阜市,19,木田小,生徒,0100,RQ1ZIWSP
岐阜地区,岐阜市,19,木田小,生徒,0101,918JF8D6
岐阜地区,岐阜市,19,木田小,生徒,0102,BLA78G9B
岐阜地区,岐阜市,19,木田小,生徒,0103,U7J55JG0
岐阜地区,岐阜市,19,木田小,生徒,0104,VFLLUV9V
岐阜地区,岐阜市,19,木田小,生徒,0105,9EQ7PKSF
岐阜地区,岐阜市,19,木田小,生徒,0106,FF83QDU2
岐阜地区,岐阜市,19,木田小,生徒,0107,6YOH2W5U
岐阜地区,岐阜市,19,木田小,生徒,0108,GUEXG52P
岐阜地区,岐阜市,19,木田小,生徒,0109,8BFW32PU
岐阜地区,岐阜市,19,木田小,生徒,0110,K39TH7VM
岐阜地区,岐阜市,19,木田小,生徒,0111,4TIRPHVL
岐阜地区,岐阜市,19,木田小,生徒,0112,0B26SZDU
岐阜地区,岐阜市,19,木田小,生徒,0113,E8L2416E
岐阜地区,岐阜市,19,木田小,生徒,0114,BBAT1IVA
岐阜地区,岐阜市,19,木田小,生徒,0115,EN29EG6M
岐阜地区,岐阜市,19,木田小,生徒,0116,YQGV2FZ6
岐阜地区,岐阜市,19,木田小,生徒,0117,UJ41VPMV
岐阜地区,岐阜市,19,木田小,生徒,0118,XFIXO0L2
岐阜地区,岐阜市,19,木田小,生徒,0119,ENW5GEMQ
岐阜地区,岐阜市,19,木田小,生徒,0120,MP63E40M
岐阜地区,岐阜市,19,木田小,生徒,0121,NQ3IKKAI
岐阜地区,岐阜市,19,木田小,生徒,0122,30RJAS62
岐阜地区,岐阜市,19,木田小,生徒,0123,I3WW4XYL
岐阜地区,岐阜市,19,木田小,生徒,0124,N7NTDZM8
岐阜地区,岐阜市,19,木田小,生徒,0125,M0LAGXLB
岐阜地区,岐阜市,19,木田小,生徒,0126,QE953REL
岐阜地区,岐阜市,19,木田小,生徒,0127,G6T2G7U8
岐阜地区,岐阜市,19,木田小,生徒,0128,LICXAH0K
岐阜地区,岐阜市,19,木田小,生徒,0129,EX8UJGTK
岐阜地区,岐阜市,19,木田小,生徒,0130,YGCE3Y3C
岐阜地区,岐阜市,19,木田小,生徒,0131,ECA3L04N
岐阜地区,岐阜市,19,木田小,生徒,0132,SG2O8KM5
岐阜地区,岐阜市,19,木田小,生徒,0133,NLKS0U5D
岐阜地区,岐阜市,19,木田小,生徒,0134,GJY7LJ8Q
岐阜地区,岐阜市,19,木田小,生徒,0135,6MFBL73E
岐阜地区,岐阜市,19,木田小,生徒,0136,HJ7JENVO
岐阜地区,岐阜市,19,木田小,生徒,0137,OMLZKU3T
岐阜地区,岐阜市,19,木田小,生徒,0138,5BHU8WO6
岐阜地区,岐阜市,19,木田小,生徒,0139,4FT0FDE2
岐阜地区,岐阜市,19,木田小,生徒,0140,P00FHKRC
岐阜地区,岐阜市,19,木田小,生徒,0141,V9WTFE7J
岐阜地区,岐阜市,20,岩野田小,生徒,0001,J8TPGKGW
岐阜地区,岐阜市,20,岩野田小,生徒,0002,3DZLHG8T
岐阜地区,岐阜市,20,岩野田小,生徒,0003,KAZB2VNM
岐阜地区,岐阜市,20,岩野田小,生徒,0004,3QR4GXB0
岐阜地区,岐阜市,20,岩野田小,生徒,0005,7Q3HDXOK
岐阜地区,岐阜市,20,岩野田小,生徒,0006,HGMQS8GH
岐阜地区,岐阜市,20,岩野田小,生徒,0007,MAQC6FCI
岐阜地区,岐阜市,20,岩野田小,生徒,0008,PAH1M308
岐阜地区,岐阜市,20,岩野田小,生徒,0009,EYNM9HQP
岐阜地区,岐阜市,20,岩野田小,生徒,0010,J153PU1Y
岐阜地区,岐阜市,20,岩野田小,生徒,0011,DLDVV7S6
岐阜地区,岐阜市,20,岩野田小,生徒,0012,XQC2S20Y
岐阜地区,岐阜市,20,岩野田小,生徒,0013,8IEN5FJE
岐阜地区,岐阜市,20,岩野田小,生徒,0014,2OZ9UK28
岐阜地区,岐阜市,20,岩野田小,生徒,0015,PUAE6CCX
岐阜地区,岐阜市,20,岩野田小,生徒,0016,H1M1U1FM
岐阜地区,岐阜市,20,岩野田小,生徒,0017,L6ZL6FI5
岐阜地区,岐阜市,20,岩野田小,生徒,0018,Q8BEMIYO
岐阜地区,岐阜市,20,岩野田小,生徒,0019,AXJGUFZZ
岐阜地区,岐阜市,20,岩野田小,生徒,0020,CID5S3RL
岐阜地区,岐阜市,20,岩野田小,生徒,0021,9Y1Y5IQ6
岐阜地区,岐阜市,20,岩野田小,生徒,0022,2J56UWKN
岐阜地区,岐阜市,20,岩野田小,生徒,0023,AD7GD6V7
岐阜地区,岐阜市,20,岩野田小,生徒,0024,OE8HG2ZO
岐阜地区,岐阜市,20,岩野田小,生徒,0025,DBP15WYU
岐阜地区,岐阜市,20,岩野田小,生徒,0026,LLM673R2
岐阜地区,岐阜市,20,岩野田小,生徒,0027,BG9CEFKK
岐阜地区,岐阜市,20,岩野田小,生徒,0028,MSE8JOAE
岐阜地区,岐阜市,20,岩野田小,生徒,0029,UPD4T2K3
岐阜地区,岐阜市,20,岩野田小,生徒,0030,O21PG91Z
岐阜地区,岐阜市,20,岩野田小,生徒,0031,XCB9LU3M
岐阜地区,岐阜市,20,岩野田小,生徒,0032,PSGNFWYJ
岐阜地区,岐阜市,20,岩野田小,生徒,0033,L3GF5AI9
岐阜地区,岐阜市,20,岩野田小,生徒,0034,NI3XCHN4
岐阜地区,岐阜市,20,岩野田小,生徒,0035,DOP2K5SY
岐阜地区,岐阜市,20,岩野田小,生徒,0036,AOINTO7K
岐阜地区,岐阜市,20,岩野田小,生徒,0037,EMCHT24R
岐阜地区,岐阜市,20,岩野田小,生徒,0038,18DPAI6T
岐阜地区,岐阜市,20,岩野田小,生徒,0039,61J22HG7
岐阜地区,岐阜市,20,岩野田小,生徒,0040,0BRSPVR6
岐阜地区,岐阜市,20,岩野田小,生徒,0041,BVZJ1M4G
岐阜地区,岐阜市,20,岩野田小,生徒,0042,GX2W9B1H
岐阜地区,岐阜市,20,岩野田小,生徒,0043,XOGZCDH7
岐阜地区,岐阜市,20,岩野田小,生徒,0044,0GIIQIH8
岐阜地区,岐阜市,20,岩野田小,生徒,0045,PFKVLX9B
岐阜地区,岐阜市,20,岩野田小,生徒,0046,RB1W9C4F
岐阜地区,岐阜市,20,岩野田小,生徒,0047,GCGG0LF5
岐阜地区,岐阜市,20,岩野田小,生徒,0048,LC5GF4QB
岐阜地区,岐阜市,20,岩野田小,生徒,0049,0YKPZE2P
岐阜地区,岐阜市,20,岩野田小,生徒,0050,OPZM9AB5
岐阜地区,岐阜市,20,岩野田小,生徒,0051,VA4W5DW9
岐阜地区,岐阜市,20,岩野田小,生徒,0052,D8FXDI5Q
岐阜地区,岐阜市,20,岩野田小,生徒,0053,EWA7GN8W
岐阜地区,岐阜市,20,岩野田小,生徒,0054,JHJ7DVVH
岐阜地区,岐阜市,20,岩野田小,生徒,0055,DFA5WGFA
岐阜地区,岐阜市,20,岩野田小,生徒,0056,TULJUVGE
岐阜地区,岐阜市,20,岩野田小,生徒,0057,QOYM3JJR
岐阜地区,岐阜市,20,岩野田小,生徒,0058,0KT94BT8
岐阜地区,岐阜市,20,岩野田小,生徒,0059,59Y5G2EW
岐阜地区,岐阜市,20,岩野田小,生徒,0060,AFYPFEY9
岐阜地区,岐阜市,20,岩野田小,生徒,0061,L30J7LHR
岐阜地区,岐阜市,20,岩野田小,生徒,0062,2OADOD4A
岐阜地区,岐阜市,20,岩野田小,生徒,0063,ZFPYY4D2
岐阜地区,岐阜市,20,岩野田小,生徒,0064,9BY2ELIN
岐阜地区,岐阜市,20,岩野田小,生徒,0065,JBOH0BER
岐阜地区,岐阜市,20,岩野田小,生徒,0066,3ZBZBTT1
岐阜地区,岐阜市,20,岩野田小,生徒,0067,VSDTWPZP
岐阜地区,岐阜市,20,岩野田小,生徒,0068,NQLQ7TDK
岐阜地区,岐阜市,20,岩野田小,生徒,0069,8SAVYDNV
岐阜地区,岐阜市,20,岩野田小,生徒,0070,S9V9915A
岐阜地区,岐阜市,20,岩野田小,生徒,0071,L2WN44JW
岐阜地区,岐阜市,20,岩野田小,生徒,0072,Q0NRBWJO
岐阜地区,岐阜市,20,岩野田小,生徒,0073,Q6EM6BJ6
岐阜地区,岐阜市,20,岩野田小,生徒,0074,AEOAO8J7
岐阜地区,岐阜市,20,岩野田小,生徒,0075,ZRPKFDGD
岐阜地区,岐阜市,20,岩野田小,生徒,0076,ITIOBPZF
岐阜地区,岐阜市,20,岩野田小,生徒,0077,67TMOU3A
岐阜地区,岐阜市,20,岩野田小,生徒,0078,GOYSKVNO
岐阜地区,岐阜市,20,岩野田小,生徒,0079,FWCIHE0Z
岐阜地区,岐阜市,20,岩野田小,生徒,0080,SVWUU4EQ
岐阜地区,岐阜市,20,岩野田小,生徒,0081,8ZA2MDF2
岐阜地区,岐阜市,20,岩野田小,生徒,0082,T91EJUJK
岐阜地区,岐阜市,20,岩野田小,生徒,0083,DZXWDRQO
岐阜地区,岐阜市,20,岩野田小,生徒,0084,Y2Z7LZTZ
岐阜地区,岐阜市,20,岩野田小,生徒,0085,DSU012L7
岐阜地区,岐阜市,20,岩野田小,生徒,0086,ANJA0TGZ
岐阜地区,岐阜市,20,岩野田小,生徒,0087,RBW9JQKA
岐阜地区,岐阜市,20,岩野田小,生徒,0088,OQIWZHTL
岐阜地区,岐阜市,20,岩野田小,生徒,0089,MYQPU91M
岐阜地区,岐阜市,20,岩野田小,生徒,0090,PHN3U8JF
岐阜地区,岐阜市,20,岩野田小,生徒,0091,33K0AFYS
岐阜地区,岐阜市,20,岩野田小,生徒,0092,NI848DLQ
岐阜地区,岐阜市,20,岩野田小,生徒,0093,0YF76JTA
岐阜地区,岐阜市,20,岩野田小,生徒,0094,59CJJJTJ
岐阜地区,岐阜市,20,岩野田小,生徒,0095,IXVK3I4G
岐阜地区,岐阜市,20,岩野田小,生徒,0096,WO91JXJ3
岐阜地区,岐阜市,20,岩野田小,生徒,0097,CGNWLM6M
岐阜地区,岐阜市,20,岩野田小,生徒,0098,WPW5R3SO
岐阜地区,岐阜市,20,岩野田小,生徒,0099,252674IA
岐阜地区,岐阜市,20,岩野田小,生徒,0100,2EXLIANZ
岐阜地区,岐阜市,20,岩野田小,生徒,0101,YA9BP3X2
岐阜地区,岐阜市,20,岩野田小,生徒,0102,2128L2W4
岐阜地区,岐阜市,20,岩野田小,生徒,0103,8YQYC2JY
岐阜地区,岐阜市,20,岩野田小,生徒,0104,ZB17RTVF
岐阜地区,岐阜市,20,岩野田小,生徒,0105,5G5PCD7I
岐阜地区,岐阜市,20,岩野田小,生徒,0106,RIT55PSH
岐阜地区,岐阜市,20,岩野田小,生徒,0107,40BA0BPP
岐阜地区,岐阜市,20,岩野田小,生徒,0108,KWEKYLNH
岐阜地区,岐阜市,20,岩野田小,生徒,0109,FSM8XUBH
岐阜地区,岐阜市,20,岩野田小,生徒,0110,Z8FNN42L
岐阜地区,岐阜市,20,岩野田小,生徒,0111,ZZBFTHAE
岐阜地区,岐阜市,20,岩野田小,生徒,0112,VSLKS0XC
岐阜地区,岐阜市,20,岩野田小,生徒,0113,SCTTD248
岐阜地区,岐阜市,20,岩野田小,生徒,0114,GBM19STI
岐阜地区,岐阜市,20,岩野田小,生徒,0115,GDPABC1Q
岐阜地区,岐阜市,20,岩野田小,生徒,0116,0AZS4PUM
岐阜地区,岐阜市,20,岩野田小,生徒,0117,WORRHOCB
岐阜地区,岐阜市,20,岩野田小,生徒,0118,KOO6V24F
岐阜地区,岐阜市,20,岩野田小,生徒,0119,054AOZJX
岐阜地区,岐阜市,20,岩野田小,生徒,0120,F52H529T
岐阜地区,岐阜市,20,岩野田小,生徒,0121,K52I2ZQD
岐阜地区,岐阜市,20,岩野田小,生徒,0122,L46ADNR4
岐阜地区,岐阜市,20,岩野田小,生徒,0123,VPGR2E21
岐阜地区,岐阜市,20,岩野田小,生徒,0124,9ZYCDNF6
岐阜地区,岐阜市,20,岩野田小,生徒,0125,G9O1E57O
岐阜地区,岐阜市,20,岩野田小,生徒,0126,P79NB4IA
岐阜地区,岐阜市,20,岩野田小,生徒,0127,B4LM3SBS
岐阜地区,岐阜市,20,岩野田小,生徒,0128,ZMK7ON51
岐阜地区,岐阜市,20,岩野田小,生徒,0129,N9M32CK7
岐阜地区,岐阜市,20,岩野田小,生徒,0130,QH4XWQN5
岐阜地区,岐阜市,20,岩野田小,生徒,0131,O6TUJPMW
岐阜地区,岐阜市,20,岩野田小,生徒,0132,92BW05AQ
岐阜地区,岐阜市,20,岩野田小,生徒,0133,UQON3MH7
岐阜地区,岐阜市,20,岩野田小,生徒,0134,XQ2TVN5A
岐阜地区,岐阜市,20,岩野田小,生徒,0135,J47OZDP9
岐阜地区,岐阜市,20,岩野田小,生徒,0136,OMHFZKPG
岐阜地区,岐阜市,20,岩野田小,生徒,0137,A9X7B98O
岐阜地区,岐阜市,20,岩野田小,生徒,0138,F4Q9PQR7
岐阜地区,岐阜市,20,岩野田小,生徒,0139,D97DQ4OH
岐阜地区,岐阜市,20,岩野田小,生徒,0140,DRD40PS3
岐阜地区,岐阜市,20,岩野田小,生徒,0141,X2CZXNZE
岐阜地区,岐阜市,20,岩野田小,生徒,0142,UJLYBKUL
岐阜地区,岐阜市,20,岩野田小,生徒,0143,14L3E8XM
岐阜地区,岐阜市,20,岩野田小,生徒,0144,SRUOT1T9
岐阜地区,岐阜市,20,岩野田小,生徒,0145,9J4I8XF2
岐阜地区,岐阜市,20,岩野田小,生徒,0146,F0Q16B0E
岐阜地区,岐阜市,20,岩野田小,生徒,0147,OO7EGXE4
岐阜地区,岐阜市,20,岩野田小,生徒,0148,GNCFDDQN
岐阜地区,岐阜市,20,岩野田小,生徒,0149,UEOIGAZN
岐阜地区,岐阜市,20,岩野田小,生徒,0150,1PHE27H5
岐阜地区,岐阜市,20,岩野田小,生徒,0151,G1TU3RIJ
岐阜地区,岐阜市,20,岩野田小,生徒,0152,W9C8TJAY
岐阜地区,岐阜市,20,岩野田小,生徒,0153,JKNF6QIB
岐阜地区,岐阜市,20,岩野田小,生徒,0154,TXAEGZ6G
岐阜地区,岐阜市,20,岩野田小,生徒,0155,V56MOK5E
岐阜地区,岐阜市,20,岩野田小,生徒,0156,VFNBWMFR
岐阜地区,岐阜市,20,岩野田小,生徒,0157,QSVI7G3U
岐阜地区,岐阜市,20,岩野田小,生徒,0158,56YSNCUK
岐阜地区,岐阜市,20,岩野田小,生徒,0159,JQSLREHW
岐阜地区,岐阜市,20,岩野田小,生徒,0160,E3I30KFN
岐阜地区,岐阜市,20,岩野田小,生徒,0161,WNZN7COK
岐阜地区,岐阜市,20,岩野田小,生徒,0162,JAYIMVEV
岐阜地区,岐阜市,20,岩野田小,生徒,0163,CFTGCP2I
岐阜地区,岐阜市,20,岩野田小,生徒,0164,V2221IBJ
岐阜地区,岐阜市,20,岩野田小,生徒,0165,0RQ3Y6HX
岐阜地区,岐阜市,20,岩野田小,生徒,0166,2Q4P4X8N
岐阜地区,岐阜市,20,岩野田小,生徒,0167,D64NHS25
岐阜地区,岐阜市,20,岩野田小,生徒,0168,ODAZ7OM7
岐阜地区,岐阜市,20,岩野田小,生徒,0169,WKV0GDVU
岐阜地区,岐阜市,20,岩野田小,生徒,0170,NO4KJ0VT
岐阜地区,岐阜市,20,岩野田小,生徒,0171,D8EI9Y1K
岐阜地区,岐阜市,20,岩野田小,生徒,0172,WM1CBQ5E
岐阜地区,岐阜市,20,岩野田小,生徒,0173,Q6BZY50L
岐阜地区,岐阜市,20,岩野田小,生徒,0174,CZBF8I80
岐阜地区,岐阜市,20,岩野田小,生徒,0175,U1T2MV4L
岐阜地区,岐阜市,20,岩野田小,生徒,0176,B4PNWAF3
岐阜地区,岐阜市,20,岩野田小,生徒,0177,IA9YLHRB
岐阜地区,岐阜市,20,岩野田小,生徒,0178,6198MD0F
岐阜地区,岐阜市,20,岩野田小,生徒,0179,O1Z6DC6L
岐阜地区,岐阜市,20,岩野田小,生徒,0180,L9PS9Z1D
岐阜地区,岐阜市,20,岩野田小,生徒,0181,NGG830RP
岐阜地区,岐阜市,20,岩野田小,生徒,0182,0HJ958RH
岐阜地区,岐阜市,20,岩野田小,生徒,0183,0UUAKJY1
岐阜地区,岐阜市,20,岩野田小,生徒,0184,DJNXI2Y7
岐阜地区,岐阜市,20,岩野田小,生徒,0185,6TESRBKX
岐阜地区,岐阜市,20,岩野田小,生徒,0186,7PWTFNS7
岐阜地区,岐阜市,20,岩野田小,生徒,0187,5JW02EUN
岐阜地区,岐阜市,20,岩野田小,生徒,0188,IOKMCQRN
岐阜地区,岐阜市,20,岩野田小,生徒,0189,RKV3S4X5
岐阜地区,岐阜市,20,岩野田小,生徒,0190,89BCNBMW
岐阜地区,岐阜市,20,岩野田小,生徒,0191,RX5PNCV5
岐阜地区,岐阜市,20,岩野田小,生徒,0192,C8ASBI7B
岐阜地区,岐阜市,20,岩野田小,生徒,0193,P0PNL8JY
岐阜地区,岐阜市,20,岩野田小,生徒,0194,UJ8BRGLL
岐阜地区,岐阜市,20,岩野田小,生徒,0195,R5IJEFUH
岐阜地区,岐阜市,20,岩野田小,生徒,0196,8H6LDG6N
岐阜地区,岐阜市,20,岩野田小,生徒,0197,LURKPAKV
岐阜地区,岐阜市,20,岩野田小,生徒,0198,OA6JEFUI
岐阜地区,岐阜市,20,岩野田小,生徒,0199,L6JHT8I4
岐阜地区,岐阜市,20,岩野田小,生徒,0200,FEAP8BBD
岐阜地区,岐阜市,20,岩野田小,生徒,0201,FSPVVQ8X
岐阜地区,岐阜市,20,岩野田小,生徒,0202,96MBBMTX
岐阜地区,岐阜市,20,岩野田小,生徒,0203,0IAH3XET
岐阜地区,岐阜市,20,岩野田小,生徒,0204,I5BUEQEH
岐阜地区,岐阜市,20,岩野田小,生徒,0205,C9Q9UHGC
岐阜地区,岐阜市,20,岩野田小,生徒,0206,V7IT2FTS
岐阜地区,岐阜市,20,岩野田小,生徒,0207,GHTB454X
岐阜地区,岐阜市,20,岩野田小,生徒,0208,11XJ2F88
岐阜地区,岐阜市,20,岩野田小,生徒,0209,QGC8876N
岐阜地区,岐阜市,20,岩野田小,生徒,0210,4YPH3DZC
岐阜地区,岐阜市,20,岩野田小,生徒,0211,RIFCVGYL
岐阜地区,岐阜市,20,岩野田小,生徒,0212,91PSN487
岐阜地区,岐阜市,20,岩野田小,生徒,0213,K8EBNKUC
岐阜地区,岐阜市,20,岩野田小,生徒,0214,GJM584BG
岐阜地区,岐阜市,20,岩野田小,生徒,0215,6YD1YAZB
岐阜地区,岐阜市,20,岩野田小,生徒,0216,6D15N6VT
岐阜地区,岐阜市,20,岩野田小,生徒,0217,RNLPH8LH
岐阜地区,岐阜市,20,岩野田小,生徒,0218,VOQA05NM
岐阜地区,岐阜市,20,岩野田小,生徒,0219,68464XO7
岐阜地区,岐阜市,20,岩野田小,生徒,0220,YHDMAFCK
岐阜地区,岐阜市,20,岩野田小,生徒,0221,R5HR56JM
岐阜地区,岐阜市,20,岩野田小,生徒,0222,B34VRDWR
岐阜地区,岐阜市,20,岩野田小,生徒,0223,9ESAL8V0
岐阜地区,岐阜市,20,岩野田小,生徒,0224,AWOYWNH9
岐阜地区,岐阜市,20,岩野田小,生徒,0225,ZI1WX806
岐阜地区,岐阜市,20,岩野田小,生徒,0226,GFW91P8M
岐阜地区,岐阜市,20,岩野田小,生徒,0227,7DXN7BIC
岐阜地区,岐阜市,20,岩野田小,生徒,0228,TZP1QXXO
